Year,Country,Region,Population,Income,LifeExpectancy,,,,,,,,,,,,,,,,,,,,
1984,El_Salvador,America,4587633,4113.8,58.48,,,,,,,,,,,,,,,,,,,,
1984,French_Guiana,America,83757,.,69.96,,,,,,,,,,,,,,,,,,,,
1984,Grenada,America,91905,3917.98,65.88,,,,,,,,,,,,,,,,,,,,
1984,Guadeloupe,America,349721,.,72.82,,,,,,,,,,,,,,,,,,,,
1984,Guatemala,America,6726525,4488.18,59.06,,,,,,,,,,,,,,,,,,,,
1984,Guyana,America,759690,2078.81,61.21,,,,,,,,,,,,,,,,,,,,
1984,Haiti,America,5404670,1954.71,52.01,,,,,,,,,,,,,,,,,,,,
1984,Honduras,America,3932288,3009.41,62.62,,,,,,,,,,,,,,,,,,,,
1984,Jamaica,America,2313362,6116.87,70.7,,,,,,,,,,,,,,,,,,,,
1984,Martinique,America,349558,.,74.31,,,,,,,,,,,,,,,,,,,,
1984,Mexico,America,75080138,9177.23,68.37,,,,,,,,,,,,,,,,,,,,
1984,Netherlands_Antilles,America,181168,19180.39,74.08,,,,,,,,,,,,,,,,,,,,
1984,Nicaragua,America,3121094,3397.84,60.15,,,,,,,,,,,,,,,,,,,,
1984,Panama,America,2120220,6746.94,71.2,,,,,,,,,,,,,,,,,,,,
1984,Paraguay,America,3563622,4023.96,67.19,,,,,,,,,,,,,,,,,,,,
1984,Peru,America,18927692,5578.5,62.44,,,,,,,,,,,,,,,,,,,,
1984,Puerto_Rico,America,3350037,10902.91,74.09,,,,,,,,,,,,,,,,,,,,
1984,Suriname,America,370748,5518.3,66.71,,,,,,,,,,,,,,,,,,,,
1984,Trinidad_and_Tobago,America,1150426,8647.69,67.99,,,,,,,,,,,,,,,,,,,,
1984,United_States,America,236348292,29785.25,74.82,,,,,,,,,,,,,,,,,,,,
1984,Uruguay,America,2990097,6366.47,71.35,,,,,,,,,,,,,,,,,,,,
1984,Albania,Europe_Central_Asia,2895998,3672.87,71.02,,,,,,,,,,,,,,,,,,,,
1984,Armenia,Europe_Central_Asia,3322394,.,70.16,,,,,,,,,,,,,,,,,,,,
1984,Austria,Europe_Central_Asia,7554132,22336.95,73.79,,,,,,,,,,,,,,,,,,,,
1984,Azerbaijan,Europe_Central_Asia,6578901,.,65.36,,,,,,,,,,,,,,,,,,,,
1984,Belarus,Europe_Central_Asia,9914262,.,70.65,,,,,,,,,,,,,,,,,,,,
1984,Belgium,Europe_Central_Asia,9855300,21498.94,74.43,,,,,,,,,,,,,,,,,,,,
1984,Bosnia_and_Herzegovina,Europe_Central_Asia,4241401,4220.39,71.44,,,,,,,,,,,,,,,,,,,,
1984,Bulgaria,Europe_Central_Asia,8928271,8301.98,71.35,,,,,,,,,,,,,,,,,,,,
1984,Croatia,Europe_Central_Asia,4441854,13522.3,70.73,,,,,,,,,,,,,,,,,,,,
1984,Cyprus,Europe_Central_Asia,639900,13018.71,75.39,,,,,,,,,,,,,,,,,,,,
1984,Denmark,Europe_Central_Asia,5111619,22601.41,74.65,,,,,,,,,,,,,,,,,,,,
1984,Estonia,Europe_Central_Asia,1526128,.,69.65,,,,,,,,,,,,,,,,,,,,
1984,Finland,Europe_Central_Asia,4881788,19387.97,74.77,,,,,,,,,,,,,,,,,,,,
1984,France,Europe_Central_Asia,54946500,21488.65,75.37,,,,,,,,,,,,,,,,,,,,
1984,Georgia,Europe_Central_Asia,5161724,6876.8,69.91,,,,,,,,,,,,,,,,,,,,
1984,Germany,Europe_Central_Asia,77855422,23198.33,74.11,,,,,,,,,,,,,,,,,,,,
1984,Greece,Europe_Central_Asia,9887169,15123.24,75.72,,,,,,,,,,,,,,,,,,,,
1984,Hungary,Europe_Central_Asia,10668095,12786.88,68.99,,,,,,,,,,,,,,,,,,,,
1984,Iceland,Europe_Central_Asia,239498,23215.83,77.43,,,,,,,,,,,,,,,,,,,,
1984,Ireland,Europe_Central_Asia,3529000,12953.44,73.71,,,,,,,,,,,,,,,,,,,,
1984,Italy,Europe_Central_Asia,56696963,17530.69,75.56,,,,,,,,,,,,,,,,,,,,
1984,Kazakhstan,Europe_Central_Asia,15630279,.,66.52,,,,,,,,,,,,,,,,,,,,
1984,Latvia,Europe_Central_Asia,2587996,9596.89,69.51,,,,,,,,,,,,,,,,,,,,
1984,Lithuania,Europe_Central_Asia,3555054,.,70.49,,,,,,,,,,,,,,,,,,,,
1984,Luxembourg,Europe_Central_Asia,366272,29606.07,73.11,,,,,,,,,,,,,,,,,,,,
1984,Macedonia_FYR,Europe_Central_Asia,1837295,8262.47,69.92,,,,,,,,,,,,,,,,,,,,
1984,Malta,Europe_Central_Asia,351379,10018.26,74.01,,,,,,,,,,,,,,,,,,,,
1984,Moldova,Europe_Central_Asia,4113243,.,65.6,,,,,,,,,,,,,,,,,,,,
1984,Montenegro,Europe_Central_Asia,558389,11477.63,74.37,,,,,,,,,,,,,,,,,,,,
1984,Netherlands,Europe_Central_Asia,14420022,20861.01,76.32,,,,,,,,,,,,,,,,,,,,
1984,Norway,Europe_Central_Asia,4140095,27549,76.19,,,,,,,,,,,,,,,,,,,,
1984,Poland,Europe_Central_Asia,36904134,9030.45,70.9,,,,,,,,,,,,,,,,,,,,
1984,Portugal,Europe_Central_Asia,9885387,11482.99,72.98,,,,,,,,,,,,,,,,,,,,
1984,Romania,Europe_Central_Asia,22453788,9855.45,69.64,,,,,,,,,,,,,,,,,,,,
1984,Serbia,Europe_Central_Asia,9096747,15526.1,70.47,,,,,,,,,,,,,,,,,,,,
1984,Slovak_Republic,Europe_Central_Asia,5114080,11735.04,70.73,,,,,,,,,,,,,,,,,,,,
1984,Slovenia,Europe_Central_Asia,1896413,18272.76,71.34,,,,,,,,,,,,,,,,,,,,
1984,Spain,Europe_Central_Asia,38362861,14342.73,76.46,,,,,,,,,,,,,,,,,,,,
1984,Sweden,Europe_Central_Asia,8342621,22839,76.92,,,,,,,,,,,,,,,,,,,,
1984,Switzerland,Europe_Central_Asia,6529684,29128.19,76.82,,,,,,,,,,,,,,,,,,,,
1984,Tajikistan,Europe_Central_Asia,4445727,.,63.2,,,,,,,,,,,,,,,,,,,,
1984,Turkey,Europe_Central_Asia,49554400,4784.95,61.59,,,,,,,,,,,,,,,,,,,,
1984,Turkmenistan,Europe_Central_Asia,3164611,.,62.14,,,,,,,,,,,,,,,,,,,,
1984,Ukraine,Europe_Central_Asia,50769375,.,69.57,,,,,,,,,,,,,,,,,,,,
1984,United_Kingdom,Europe_Central_Asia,56462228,19309.67,74.83,,,,,,,,,,,,,,,,,,,,
1984,Uzbekistan,Europe_Central_Asia,17764159,.,66.72,,,,,,,,,,,,,,,,,,,,
1984,Australia,Asia_Pacific,15579400,20295.25,76.02,,,,,,,,,,,,,,,,,,,,
1984,Brunei,Asia_Pacific,213018,59654.85,72.13,,,,,,,,,,,,,,,,,,,,
1984,Cambodia,Asia_Pacific,7656585,677.86,52.23,,,,,,,,,,,,,,,,,,,,
1984,China,Asia_Pacific,1036825000,1229.08,66.71,,,,,,,,,,,,,,,,,,,,
1984,Fiji,Asia_Pacific,685572,3189.48,65.41,,,,,,,,,,,,,,,,,,,,
1984,French_Polynesia,Asia_Pacific,170279,20668.02,66.89,,,,,,,,,,,,,,,,,,,,
1984,Hong_Kong_China,Asia_Pacific,5397900,16504.24,75.64,,,,,,,,,,,,,,,,,,,,
1984,Indonesia,Asia_Pacific,159975000,1609.27,57.49,,,,,,,,,,,,,,,,,,,,
1984,Japan,Asia_Pacific,120034697,20339.95,77.54,,,,,,,,,,,,,,,,,,,,
1984,Korea_Dem_Rep,Asia_Pacific,18196000,3373,69.75,,,,,,,,,,,,,,,,,,,,
1984,Korea_Rep,Asia_Pacific,40406000,5804,67.68,,,,,,,,,,,,,,,,,,,,
1984,Macao_China,Asia_Pacific,298982,17365.77,74.78,,,,,,,,,,,,,,,,,,,,
1984,Malaysia,Asia_Pacific,15157328,5360.36,68.53,,,,,,,,,,,,,,,,,,,,
1984,Micronesia_Fed_Sts,Asia_Pacific,87784,4372.64,65.54,,,,,,,,,,,,,,,,,,,,
1984,Mongolia,Asia_Pacific,1855693,2122.47,58.39,,,,,,,,,,,,,,,,,,,,
1984,Myanmar,Asia_Pacific,36060228,1057.16,58.46,,,,,,,,,,,,,,,,,,,,
1984,New_Caledonia,Asia_Pacific,149659,23947.91,68.93,,,,,,,,,,,,,,,,,,,,
1984,New_Zealand,Asia_Pacific,3278900,18612.88,74.49,,,,,,,,,,,,,,,,,,,,
1984,Papua_New_Guinea,Asia_Pacific,3296419,1681.73,52.82,,,,,,,,,,,,,,,,,,,,
1984,Philippines,Asia_Pacific,55963794,2348.4,62.77,,,,,,,,,,,,,,,,,,,,
1984,Samoa,Asia_Pacific,162265,3345.52,61.92,,,,,,,,,,,,,,,,,,,,
1984,Singapore,Asia_Pacific,2743297,17312.22,72.21,,,,,,,,,,,,,,,,,,,,
1984,Solomon_Islands,Asia_Pacific,269681,1579.09,57.69,,,,,,,,,,,,,,,,,,,,
1984,Taiwan,Asia_Pacific,19083348,9353,72.81,,,,,,,,,,,,,,,,,,,,
1984,Thailand,Asia_Pacific,50533778,2581.97,68.59,,,,,,,,,,,,,,,,,,,,
1984,Timor-Leste,Asia_Pacific,632731,.,40.82,,,,,,,,,,,,,,,,,,,,
1984,Tonga,Asia_Pacific,92883,3626.13,68.48,,,,,,,,,,,,,,,,,,,,
1984,Vietnam,Asia_Pacific,58762040,777.06,60.04,,,,,,,,,,,,,,,,,,,,
1984,Vanuatu,Asia_Pacific,130982,3507.64,60.52,,,,,,,,,,,,,,,,,,,,
1985,Angola,Africa,7581504,2492.83,41.2,,,,,,,,,,,,,,,,,,,,
1985,Benin,Africa,3982013,1297.16,51.94,,,,,,,,,,,,,,,,,,,,
1985,Botswana,Africa,1078902,5656.04,62.77,,,,,,,,,,,,,,,,,,,,
1985,Burkina_Faso,Africa,7168228,848.8,46.27,,,,,,,,,,,,,,,,,,,,
1985,Burundi,Africa,4906862,600.88,48.15,,,,,,,,,,,,,,,,,,,,
1985,Cameroon,Africa,10127591,2719.24,54.2,,,,,,,,,,,,,,,,,,,,
1985,Cape_Verde,Africa,319490,1391.73,63.98,,,,,,,,,,,,,,,,,,,,
1985,Chad,Africa,5169374,1083.31,50.31,,,,,,,,,,,,,,,,,,,,
1985,Comoros,Africa,375099,1296.92,53.89,,,,,,,,,,,,,,,,,,,,
1985,Congo_Dem_Rep,Africa,33340593,665.88,47.57,,,,,,,,,,,,,,,,,,,,
1985,Congo_Rep,Africa,1941071,4760.07,60.44,,,,,,,,,,,,,,,,,,,,
1985,Cote_d_Ivoire,Africa,10049353,2279.11,56.72,,,,,,,,,,,,,,,,,,,,
1985,Equatorial_Guinea,Africa,324741,920.91,44.67,,,,,,,,,,,,,,,,,,,,
1985,Eritrea,Africa,2789056,472.36,44.82,,,,,,,,,,,,,,,,,,,,
1985,Ethiopia,Africa,40698078,520.04,44.45,,,,,,,,,,,,,,,,,,,,
1985,Gabon,Africa,832590,15349.56,58.65,,,,,,,,,,,,,,,,,,,,
1985,Ghana,Africa,13224725,822.8,54.49,,,,,,,,,,,,,,,,,,,,
1985,Guinea,Africa,5327721,807.66,45.78,,,,,,,,,,,,,,,,,,,,
1985,Guinea-Bissau,Africa,885234,789.16,42.46,,,,,,,,,,,,,,,,,,,,
1985,Kenya,Africa,19763285,1286.56,59.35,,,,,,,,,,,,,,,,,,,,
1985,Lesotho,Africa,1521382,759.02,56.29,,,,,,,,,,,,,,,,,,,,
1985,Liberia,Africa,2136793,508.55,47.35,,,,,,,,,,,,,,,,,,,,
1985,Madagascar,Africa,9981292,1188.84,49.21,,,,,,,,,,,,,,,,,,,,
1985,Malawi,Africa,7123455,678.85,46.61,,,,,,,,,,,,,,,,,,,,
1985,Mali,Africa,7365165,654.54,41.6,,,,,,,,,,,,,,,,,,,,
1985,Mauritania,Africa,1746923,1376.16,54.7,,,,,,,,,,,,,,,,,,,,
1985,Mauritius,Africa,1021710,4026.39,67.8,,,,,,,,,,,,,,,,,,,,
1985,Mayotte,Africa,66849,.,70.42,,,,,,,,,,,,,,,,,,,,
1985,Mozambique,Africa,13062589,366.02,42.74,,,,,,,,,,,,,,,,,,,,
1985,Namibia,Africa,1203934,3696.11,60.11,,,,,,,,,,,,,,,,,,,,
1985,Niger,Africa,6956968,698.53,40.34,,,,,,,,,,,,,,,,,,,,
1985,Nigeria,Africa,77573154,1439.69,44.89,,,,,,,,,,,,,,,,,,,,
1985,Reunion,Africa,541776,5396.09,70.94,,,,,,,,,,,,,,,,,,,,
1985,Rwanda,Africa,6009833,856,47.38,,,,,,,,,,,,,,,,,,,,
1985,Sao_Tome_and_Principe,Africa,105624,1601.21,61.1,,,,,,,,,,,,,,,,,,,,
1985,Senegal,Africa,6746778,1404.61,50.06,,,,,,,,,,,,,,,,,,,,
1985,Sierra_Leone,Africa,3695969,1333.95,42.39,,,,,,,,,,,,,,,,,,,,
1985,Somalia,Africa,6445623,1080.05,45.28,,,,,,,,,,,,,,,,,,,,
1985,South_Africa,Africa,34254092,8067.51,59.51,,,,,,,,,,,,,,,,,,,,
1985,Sudan,Africa,23454185,1495.82,50.93,,,,,,,,,,,,,,,,,,,,
1985,Swaziland,Africa,722451,3817.84,57.78,,,,,,,,,,,,,,,,,,,,
1985,Tanzania,Africa,21677040,814.7,51.12,,,,,,,,,,,,,,,,,,,,
1985,Togo,Africa,2938286,1234.15,56.68,,,,,,,,,,,,,,,,,,,,
1985,Uganda,Africa,14225933,622.04,49.86,,,,,,,,,,,,,,,,,,,,
1985,Zambia,Africa,6779477,1258.79,52.1,,,,,,,,,,,,,,,,,,,,
1985,Zimbabwe,Africa,8560378,749.91,61.26,,,,,,,,,,,,,,,,,,,,
1985,Afghanistan,South_Asia,13796928,961.92,40.39,,,,,,,,,,,,,,,,,,,,
1985,Bangladesh,South_Asia,99752733,720,50.92,,,,,,,,,,,,,,,,,,,,
1985,Bhutan,South_Asia,1424193,1064.85,49.25,,,,,,,,,,,,,,,,,,,,
1985,India,South_Asia,755000000,963,56.86,,,,,,,,,,,,,,,,,,,,
1985,Maldives,South_Asia,181749,1500.14,58.48,,,,,,,,,,,,,,,,,,,,
1985,Nepal,South_Asia,17037772,752.59,51.04,,,,,,,,,,,,,,,,,,,,
1985,Pakistan,South_Asia,99060352,1609,59.1,,,,,,,,,,,,,,,,,,,,
1985,Sri_Lanka,South_Asia,16020699,1821.76,68.87,,,,,,,,,,,,,,,,,,,,
1985,Algeria,Middle_East,22008450,6107.18,63.69,,,,,,,,,,,,,,,,,,,,
1985,Bahrain,Middle_East,423950,19035.18,70,,,,,,,,,,,,,,,,,,,,
1985,Djibouti,Middle_East,296544,3020.75,49.35,,,,,,,,,,,,,,,,,,,,
1985,Iraq,Middle_East,15693620,11706.94,62.21,,,,,,,,,,,,,,,,,,,,
1985,Israel,Middle_East,4074965,15722.47,75.44,,,,,,,,,,,,,,,,,,,,
1985,Jordan,Middle_East,2627750,4261.3,64.85,,,,,,,,,,,,,,,,,,,,
1985,Kuwait,Middle_East,1732824,29473.68,72.82,,,,,,,,,,,,,,,,,,,,
1985,Lebanon,Middle_East,3088235,7991.15,67.42,,,,,,,,,,,,,,,,,,,,
1985,Libya,Middle_East,3675422,13502.85,64.44,,,,,,,,,,,,,,,,,,,,
1985,Morocco,Middle_East,21857410,2748.96,61.25,,,,,,,,,,,,,,,,,,,,
1985,Oman,Middle_East,1481587,17663.75,65.38,,,,,,,,,,,,,,,,,,,,
1985,Qatar,Middle_East,345079,44379.47,67.75,,,,,,,,,,,,,,,,,,,,
1985,Saudi_Arabia,Middle_East,13330067,23663.08,64.92,,,,,,,,,,,,,,,,,,,,
1985,Tunisia,Middle_East,7362332,3806.44,65.63,,,,,,,,,,,,,,,,,,,,
1985,United_Arab_Emirates,Middle_East,1570219,38213.65,69.99,,,,,,,,,,,,,,,,,,,,
1985,West_Bank_and_Gaza,Middle_East,1576361,4784.28,65.81,,,,,,,,,,,,,,,,,,,,
1985,Yemen_Rep,Middle_East,10539928,1973.82,51.19,,,,,,,,,,,,,,,,,,,,
1985,Argentina,America,30675059,8525.61,70.65,,,,,,,,,,,,,,,,,,,,
1985,Aruba,America,64129,13681.02,73.18,,,,,,,,,,,,,,,,,,,,
1985,Barbados,America,257446,13020.58,73.56,,,,,,,,,,,,,,,,,,,,
1985,Belize,America,165530,3484.98,71.84,,,,,,,,,,,,,,,,,,,,
1985,Bolivia,America,5934935,2875.32,55.69,,,,,,,,,,,,,,,,,,,,
1985,Brazil,America,137302933,7286.96,64.36,,,,,,,,,,,,,,,,,,,,
1985,Canada,America,25941600,25514.79,76.41,,,,,,,,,,,,,,,,,,,,
1985,Chile,America,12066701,5090.75,71.83,,,,,,,,,,,,,,,,,,,,
1985,Colombia,America,29678395,4533.92,67.57,,,,,,,,,,,,,,,,,,,,
1985,Costa_Rica,America,2643808,5394.25,74.39,,,,,,,,,,,,,,,,,,,,
1985,Cuba,America,10078658,7710.16,74.52,,,,,,,,,,,,,,,,,,,,
1985,Ecuador,America,9061664,7075.66,66.06,,,,,,,,,,,,,,,,,,,,
1985,El_Salvador,America,4664361,4140.59,59.61,,,,,,,,,,,,,,,,,,,,
1985,French_Guiana,America,88828,.,70.38,,,,,,,,,,,,,,,,,,,,
1985,Grenada,America,92203,4099.47,66.22,,,,,,,,,,,,,,,,,,,,
1985,Guadeloupe,America,354125,.,73.08,,,,,,,,,,,,,,,,,,,,
1985,Guatemala,America,6917947,4337.45,59.57,,,,,,,,,,,,,,,,,,,,
1985,Guyana,America,758329,2139.35,61.36,,,,,,,,,,,,,,,,,,,,
1985,Haiti,America,5517977,1918.55,52.45,,,,,,,,,,,,,,,,,,,,
1985,Honduras,America,4076514,3033.15,63.39,,,,,,,,,,,,,,,,,,,,
1985,Jamaica,America,2318652,5820.33,70.78,,,,,,,,,,,,,,,,,,,,
1985,Martinique,America,353188,.,74.65,,,,,,,,,,,,,,,,,,,,
1985,Mexico,America,76767225,9184.99,68.79,,,,,,,,,,,,,,,,,,,,
1985,Netherlands_Antilles,America,182923,18592.1,74.25,,,,,,,,,,,,,,,,,,,,
1985,Nicaragua,America,3190053,3185.74,60.67,,,,,,,,,,,,,,,,,,,,
1985,Panama,America,2164335,6921.11,71.42,,,,,,,,,,,,,,,,,,,,
1985,Paraguay,America,3668292,4064.65,67.29,,,,,,,,,,,,,,,,,,,,
1985,Peru,America,19348926,5563.34,63.01,,,,,,,,,,,,,,,,,,,,
1985,Puerto_Rico,America,3382106,11022.16,74.24,,,,,,,,,,,,,,,,,,,,
1985,Suriname,America,375592,6193.03,66.85,,,,,,,,,,,,,,,,,,,,
1985,Trinidad_and_Tobago,America,1166353,8180.31,68.16,,,,,,,,,,,,,,,,,,,,
1985,United_States,America,238466283,30636.21,74.79,,,,,,,,,,,,,,,,,,,,
1985,Uruguay,America,3008270,6420.41,71.58,,,,,,,,,,,,,,,,,,,,
1985,Albania,Europe_Central_Asia,2956697,3692.09,71.34,,,,,,,,,,,,,,,,,,,,
1985,Armenia,Europe_Central_Asia,3373532,.,69.71,,,,,,,,,,,,,,,,,,,,
1985,Austria,Europe_Central_Asia,7559776,22821.2,74.01,,,,,,,,,,,,,,,,,,,,
1985,Azerbaijan,Europe_Central_Asia,6681687,.,65.55,,,,,,,,,,,,,,,,,,,,
1985,Belarus,Europe_Central_Asia,9981744,.,70.86,,,,,,,,,,,,,,,,,,,,
1985,Belgium,Europe_Central_Asia,9858200,21708.75,74.54,,,,,,,,,,,,,,,,,,,,
1985,Bosnia_and_Herzegovina,Europe_Central_Asia,4275355,4232.24,71.5,,,,,,,,,,,,,,,,,,,,
1985,Bulgaria,Europe_Central_Asia,8943573,8037.95,71.07,,,,,,,,,,,,,,,,,,,,
1985,Croatia,Europe_Central_Asia,4457874,13560.25,70.9,,,,,,,,,,,,,,,,,,,,
1985,Cyprus,Europe_Central_Asia,647300,13469.91,75.61,,,,,,,,,,,,,,,,,,,,
1985,Denmark,Europe_Central_Asia,5113691,23592.45,74.52,,,,,,,,,,,,,,,,,,,,
1985,Estonia,Europe_Central_Asia,1538224,.,69.79,,,,,,,,,,,,,,,,,,,,
1985,Finland,Europe_Central_Asia,4901783,19958.81,74.44,,,,,,,,,,,,,,,,,,,,
1985,France,Europe_Central_Asia,55171224,21805.96,75.47,,,,,,,,,,,,,,,,,,,,
1985,Georgia,Europe_Central_Asia,5192957,7150.61,70.04,,,,,,,,,,,,,,,,,,,,
1985,Germany,Europe_Central_Asia,77684907,23757.88,74.32,,,,,,,,,,,,,,,,,,,,
1985,Greece,Europe_Central_Asia,9923253,15560.95,76.02,,,,,,,,,,,,,,,,,,,,
1985,Hungary,Europe_Central_Asia,10648713,12495.2,68.93,,,,,,,,,,,,,,,,,,,,
1985,Iceland,Europe_Central_Asia,241403,23821.71,77.56,,,,,,,,,,,,,,,,,,,,
1985,Ireland,Europe_Central_Asia,3540000,13311.61,73.65,,,,,,,,,,,,,,,,,,,,
1985,Italy,Europe_Central_Asia,56731215,18078.95,75.67,,,,,,,,,,,,,,,,,,,,
1985,Kazakhstan,Europe_Central_Asia,15789549,.,66.87,,,,,,,,,,,,,,,,,,,,
1985,Latvia,Europe_Central_Asia,2606405,9502.49,69.63,,,,,,,,,,,,,,,,,,,,
1985,Lithuania,Europe_Central_Asia,3587032,.,70.66,,,,,,,,,,,,,,,,,,,,
1985,Luxembourg,Europe_Central_Asia,367169,30435.47,73.68,,,,,,,,,,,,,,,,,,,,
1985,Macedonia_FYR,Europe_Central_Asia,1844740,8285.66,70.13,,,,,,,,,,,,,,,,,,,,
1985,Malta,Europe_Central_Asia,347039,10476.97,74.31,,,,,,,,,,,,,,,,,,,,
1985,Moldova,Europe_Central_Asia,4148172,.,66.05,,,,,,,,,,,,,,,,,,,,
1985,Montenegro,Europe_Central_Asia,560562,11509.84,74.52,,,,,,,,,,,,,,,,,,,,
1985,Netherlands,Europe_Central_Asia,14491380,21393.33,76.38,,,,,,,,,,,,,,,,,,,,
1985,Norway,Europe_Central_Asia,4152419,28950,75.9,,,,,,,,,,,,,,,,,,,,
1985,Poland,Europe_Central_Asia,37225792,9046.3,70.64,,,,,,,,,,,,,,,,,,,,
1985,Portugal,Europe_Central_Asia,9897192,11791.3,73.26,,,,,,,,,,,,,,,,,,,,
1985,Romania,Europe_Central_Asia,22521195,9809.79,69.62,,,,,,,,,,,,,,,,,,,,
1985,Serbia,Europe_Central_Asia,9150329,15569.67,70.64,,,,,,,,,,,,,,,,,,,,
1985,Slovak_Republic,Europe_Central_Asia,5144632,11802.32,70.74,,,,,,,,,,,,,,,,,,,,
1985,Slovenia,Europe_Central_Asia,1914220,18324.04,71.77,,,,,,,,,,,,,,,,,,,,
1985,Spain,Europe_Central_Asia,38534853,14568.71,76.42,,,,,,,,,,,,,,,,,,,,
1985,Sweden,Europe_Central_Asia,8356337,23321,76.78,,,,,,,,,,,,,,,,,,,,
1985,Switzerland,Europe_Central_Asia,6563770,29967.6,76.94,,,,,,,,,,,,,,,,,,,,
1985,Tajikistan,Europe_Central_Asia,4587499,.,63.37,,,,,,,,,,,,,,,,,,,,
1985,Turkey,Europe_Central_Asia,50669003,4901.1,61.98,,,,,,,,,,,,,,,,,,,,
1985,Turkmenistan,Europe_Central_Asia,3240472,.,62.37,,,,,,,,,,,,,,,,,,,,
1985,Ukraine,Europe_Central_Asia,50944248,.,69.88,,,,,,,,,,,,,,,,,,,,
1985,United_Kingdom,Europe_Central_Asia,56620240,19935.24,74.68,,,,,,,,,,,,,,,,,,,,
1985,Uzbekistan,Europe_Central_Asia,18258445,.,66.96,,,,,,,,,,,,,,,,,,,,
1985,Australia,Asia_Pacific,15788300,21040.49,75.45,,,,,,,,,,,,,,,,,,,,
1985,Brunei,Asia_Pacific,220215,57144.31,72.47,,,,,,,,,,,,,,,,,,,,
1985,Cambodia,Asia_Pacific,7805090,706.88,53.57,,,,,,,,,,,,,,,,,,,,
1985,China,Asia_Pacific,1051040000,1337.64,66.89,,,,,,,,,,,,,,,,,,,,
1985,Fiji,Asia_Pacific,698942,2995.25,65.81,,,,,,,,,,,,,,,,,,,,
1985,French_Polynesia,Asia_Pacific,175416,21218.42,67.36,,,,,,,,,,,,,,,,,,,,
1985,Hong_Kong_China,Asia_Pacific,5456200,16398.3,75.82,,,,,,,,,,,,,,,,,,,,
1985,Indonesia,Asia_Pacific,163403000,1619.87,58.29,,,,,,,,,,,,,,,,,,,,
1985,Japan,Asia_Pacific,120754335,21109.16,77.84,,,,,,,,,,,,,,,,,,,,
1985,Korea_Dem_Rep,Asia_Pacific,18481420,3373,70.07,,,,,,,,,,,,,,,,,,,,
1985,Korea_Rep,Asia_Pacific,40806000,6162,68.25,,,,,,,,,,,,,,,,,,,,
1985,Macao_China,Asia_Pacific,305843,16718.13,75.26,,,,,,,,,,,,,,,,,,,,
1985,Malaysia,Asia_Pacific,15545028,5172.8,68.87,,,,,,,,,,,,,,,,,,,,
1985,Micronesia_Fed_Sts,Asia_Pacific,90631,4958.08,65.64,,,,,,,,,,,,,,,,,,,,
1985,Mongolia,Asia_Pacific,1907701,2182.38,58.93,,,,,,,,,,,,,,,,,,,,
1985,Myanmar,Asia_Pacific,36740515,1067.1,58.55,,,,,,,,,,,,,,,,,,,,
1985,New_Caledonia,Asia_Pacific,152591,24596.34,69.26,,,,,,,,,,,,,,,,,,,,
1985,New_Zealand,Asia_Pacific,3298050,18647.68,73.99,,,,,,,,,,,,,,,,,,,,
1985,Papua_New_Guinea,Asia_Pacific,3378233,1704.24,53.05,,,,,,,,,,,,,,,,,,,,
1985,Philippines,Asia_Pacific,57288037,2126.48,63.19,,,,,,,,,,,,,,,,,,,,
1985,Samoa,Asia_Pacific,164417,3466.03,62.42,,,,,,,,,,,,,,,,,,,,
1985,Singapore,Asia_Pacific,2749897,17037.04,72.55,,,,,,,,,,,,,,,,,,,,
1985,Solomon_Islands,Asia_Pacific,279720,1542.15,57.15,,,,,,,,,,,,,,,,,,,,
1985,Taiwan,Asia_Pacific,19337363,9662,72.99,,,,,,,,,,,,,,,,,,,,
1985,Thailand,Asia_Pacific,51341809,2659.44,68.97,,,,,,,,,,,,,,,,,,,,
1985,Timor-Leste,Asia_Pacific,651624,.,41.79,,,,,,,,,,,,,,,,,,,,
1985,Tokelau,Asia_Pacific,1593,.,.,,,,,,,,,,,,,,,,,,,,
1985,Tonga,Asia_Pacific,93352,3891.13,68.7,,,,,,,,,,,,,,,,,,,,
1985,Vietnam,Asia_Pacific,60093068,805.22,60.8,,,,,,,,,,,,,,,,,,,,
1985,Vanuatu,Asia_Pacific,134677,3464.31,60.92,,,,,,,,,,,,,,,,,,,,
1986,Angola,Africa,7744932,2220.61,41.33,,,,,,,,,,,,,,,,,,,,
1986,Benin,Africa,4110035,1285.08,52.24,,,,,,,,,,,,,,,,,,,,
1986,Botswana,Africa,1114934,5889.64,63.23,,,,,,,,,,,,,,,,,,,,
1986,Burkina_Faso,Africa,7367641,955.4,46.51,,,,,,,,,,,,,,,,,,,,
1986,Burundi,Africa,5002688,611.89,48.13,,,,,,,,,,,,,,,,,,,,
1986,Cameroon,Africa,10454538,2824.45,54.61,,,,,,,,,,,,,,,,,,,,
1986,Cape_Verde,Africa,325009,1408.06,64.38,,,,,,,,,,,,,,,,,,,,
1986,Chad,Africa,5314060,1010.52,50.61,,,,,,,,,,,,,,,,,,,,
1986,Comoros,Africa,384862,1296.8,54.32,,,,,,,,,,,,,,,,,,,,
1986,Congo_Dem_Rep,Africa,34372899,676.35,47.65,,,,,,,,,,,,,,,,,,,,
1986,Congo_Rep,Africa,2001363,4302.47,60.37,,,,,,,,,,,,,,,,,,,,
