Year,Country,Region,Population,Income,LifeExpectancy,,,,,,,,,,,,,,,,,,,,
1843,United_Kingdom,Europe_Central_Asia,21504941,2924.4,41.86,,,,,,,,,,,,,,,,,,,,
1843,Australia,Asia_Pacific,472000,1677.46,.,,,,,,,,,,,,,,,,,,,,
1843,China,Asia_Pacific,412000000,774.98,.,,,,,,,,,,,,,,,,,,,,
1843,Fiji,Asia_Pacific,140000,.,.,,,,,,,,,,,,,,,,,,,,
1843,French_Polynesia,Asia_Pacific,66000,.,.,,,,,,,,,,,,,,,,,,,,
1843,Indonesia,Asia_Pacific,21684196,.,.,,,,,,,,,,,,,,,,,,,,
1843,Japan,Asia_Pacific,31763819,1096.15,.,,,,,,,,,,,,,,,,,,,,
1843,Korea_Dem_Rep,Asia_Pacific,.,700,.,,,,,,,,,,,,,,,,,,,,
1843,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1843,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1843,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1843,Tokelau,Asia_Pacific,1000,.,.,,,,,,,,,,,,,,,,,,,,
1843,Tonga,Asia_Pacific,18500,.,.,,,,,,,,,,,,,,,,,,,,
1844,Cape_Verde,Africa,.,375.22,.,,,,,,,,,,,,,,,,,,,,
1844,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1844,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1844,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1844,Iraq,Middle_East,.,880.75,.,,,,,,,,,,,,,,,,,,,,
1844,Chile,America,1270578,787.67,.,,,,,,,,,,,,,,,,,,,,
1844,Costa_Rica,America,94000,.,.,,,,,,,,,,,,,,,,,,,,
1844,Cuba,America,.,.,36,,,,,,,,,,,,,,,,,,,,
1844,United_States,America,19890301,2614.36,.,,,,,,,,,,,,,,,,,,,,
1844,Austria,Europe_Central_Asia,3808000,2101.14,.,,,,,,,,,,,,,,,,,,,,
1844,Belgium,Europe_Central_Asia,4223000,1956.07,41.9,,,,,,,,,,,,,,,,,,,,
1844,Denmark,Europe_Central_Asia,1414000,1719.34,44,,,,,,,,,,,,,,,,,,,,
1844,Finland,Europe_Central_Asia,1516000,1214.02,.,,,,,,,,,,,,,,,,,,,,
1844,France,Europe_Central_Asia,35539000,1869.79,42.29,,,,,,,,,,,,,,,,,,,,
1844,Germany,Europe_Central_Asia,32394000,2192.34,.,,,,,,,,,,,,,,,,,,,,
1844,Greece,Europe_Central_Asia,2881000,1169.99,.,,,,,,,,,,,,,,,,,,,,
1844,Iceland,Europe_Central_Asia,.,.,42.9,,,,,,,,,,,,,,,,,,,,
1844,Ireland,Europe_Central_Asia,6033097,1760.26,.,,,,,,,,,,,,,,,,,,,,
1844,Italy,Europe_Central_Asia,23536000,1409.44,.,,,,,,,,,,,,,,,,,,,,
1844,Netherlands,Europe_Central_Asia,3014000,2830.48,.,,,,,,,,,,,,,,,,,,,,
1844,Norway,Europe_Central_Asia,1302000,1213,.,,,,,,,,,,,,,,,,,,,,
1844,Poland,Europe_Central_Asia,.,1392.36,.,,,,,,,,,,,,,,,,,,,,
1844,Portugal,Europe_Central_Asia,3749000,1310.84,.,,,,,,,,,,,,,,,,,,,,
1844,Spain,Europe_Central_Asia,14312000,1594.68,.,,,,,,,,,,,,,,,,,,,,
1844,Sweden,Europe_Central_Asia,3275000,1334,44.03,,,,,,,,,,,,,,,,,,,,
1844,Switzerland,Europe_Central_Asia,2282000,2139.82,.,,,,,,,,,,,,,,,,,,,,
1844,Turkey,Europe_Central_Asia,.,1015.7,.,,,,,,,,,,,,,,,,,,,,
1844,United_Kingdom,Europe_Central_Asia,21751903,3060.08,41.55,,,,,,,,,,,,,,,,,,,,
1844,Australia,Asia_Pacific,482000,1906.61,.,,,,,,,,,,,,,,,,,,,,
1844,China,Asia_Pacific,412000000,771.36,.,,,,,,,,,,,,,,,,,,,,
1844,Indonesia,Asia_Pacific,21864330,.,.,,,,,,,,,,,,,,,,,,,,
1844,Japan,Asia_Pacific,31797452,1096.7,.,,,,,,,,,,,,,,,,,,,,
1844,Korea_Dem_Rep,Asia_Pacific,.,700,.,,,,,,,,,,,,,,,,,,,,
1844,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1844,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1844,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1845,Cape_Verde,Africa,.,376.77,.,,,,,,,,,,,,,,,,,,,,
1845,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1845,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1845,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1845,Iraq,Middle_East,.,889.22,.,,,,,,,,,,,,,,,,,,,,
1845,Chile,America,1293375,802.73,.,,,,,,,,,,,,,,,,,,,,
1845,United_States,America,20502776,2656.44,.,,,,,,,,,,,,,,,,,,,,
1845,Austria,Europe_Central_Asia,3831000,2123.87,.,,,,,,,,,,,,,,,,,,,,
1845,Belgium,Europe_Central_Asia,4259000,1983.63,41.03,,,,,,,,,,,,,,,,,,,,
1845,Denmark,Europe_Central_Asia,1430000,1748.87,43.35,,,,,,,,,,,,,,,,,,,,
1845,Finland,Europe_Central_Asia,1536000,1220.27,40.4,,,,,,,,,,,,,,,,,,,,
1845,France,Europe_Central_Asia,35700000,1937.81,43.58,,,,,,,,,,,,,,,,,,,,
1845,Germany,Europe_Central_Asia,32743000,2200.27,.,,,,,,,,,,,,,,,,,,,,
1845,Greece,Europe_Central_Asia,2908000,1179.44,.,,,,,,,,,,,,,,,,,,,,
1845,Iceland,Europe_Central_Asia,.,.,41.35,,,,,,,,,,,,,,,,,,,,
1845,Ireland,Europe_Central_Asia,6045905,1472.74,37.7,,,,,,,,,,,,,,,,,,,,
1845,Italy,Europe_Central_Asia,23687000,1422.49,.,,,,,,,,,,,,,,,,,,,,
1845,Netherlands,Europe_Central_Asia,3047000,2805.03,.,,,,,,,,,,,,,,,,,,,,
1845,Norway,Europe_Central_Asia,1319000,1267,.,,,,,,,,,,,,,,,,,,,,
1845,Poland,Europe_Central_Asia,.,1396.78,.,,,,,,,,,,,,,,,,,,,,
1845,Portugal,Europe_Central_Asia,3760000,1310.86,.,,,,,,,,,,,,,,,,,,,,
1845,Spain,Europe_Central_Asia,14407000,1598.29,.,,,,,,,,,,,,,,,,,,,,
1845,Sweden,Europe_Central_Asia,3317000,1341,45.99,,,,,,,,,,,,,,,,,,,,
1845,Switzerland,Europe_Central_Asia,2298000,2162.15,.,,,,,,,,,,,,,,,,,,,,
1845,Turkey,Europe_Central_Asia,.,1020.77,.,,,,,,,,,,,,,,,,,,,,
1845,United_Kingdom,Europe_Central_Asia,21994095,3181.7,42.56,,,,,,,,,,,,,,,,,,,,
1845,Australia,Asia_Pacific,494000,1961.67,.,,,,,,,,,,,,,,,,,,,,
1845,China,Asia_Pacific,412000000,767.76,.,,,,,,,,,,,,,,,,,,,,
1845,Indonesia,Asia_Pacific,22045961,.,.,,,,,,,,,,,,,,,,,,,,
1845,Japan,Asia_Pacific,31831121,1097.25,.,,,,,,,,,,,,,,,,,,,,
1845,Korea_Dem_Rep,Asia_Pacific,.,701,.,,,,,,,,,,,,,,,,,,,,
1845,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1845,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1845,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1846,Cape_Verde,Africa,.,378.32,.,,,,,,,,,,,,,,,,,,,,
1846,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1846,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1846,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1846,Iraq,Middle_East,.,897.77,.,,,,,,,,,,,,,,,,,,,,
1846,Chile,America,1316325,821,.,,,,,,,,,,,,,,,,,,,,
1846,United_States,America,21114282,2673.07,.,,,,,,,,,,,,,,,,,,,,
1846,Austria,Europe_Central_Asia,3855000,2146.85,.,,,,,,,,,,,,,,,,,,,,
1846,Belgium,Europe_Central_Asia,4296000,2011.58,37.83,,,,,,,,,,,,,,,,,,,,
1846,Denmark,Europe_Central_Asia,1444000,1770.96,40.43,,,,,,,,,,,,,,,,,,,,
1846,Finland,Europe_Central_Asia,1555000,1226.54,.,,,,,,,,,,,,,,,,,,,,
1846,France,Europe_Central_Asia,35829000,2061.01,40.67,,,,,,,,,,,,,,,,,,,,
1846,Germany,Europe_Central_Asia,33059000,2208.23,.,,,,,,,,,,,,,,,,,,,,
1846,Greece,Europe_Central_Asia,2934000,1188.97,.,,,,,,,,,,,,,,,,,,,,
1846,Iceland,Europe_Central_Asia,.,.,18.31,,,,,,,,,,,,,,,,,,,,
1846,Ireland,Europe_Central_Asia,6040924,1232.18,25,,,,,,,,,,,,,,,,,,,,
1846,Italy,Europe_Central_Asia,23840000,1409.44,.,,,,,,,,,,,,,,,,,,,,
1846,Netherlands,Europe_Central_Asia,3069000,2805.07,.,,,,,,,,,,,,,,,,,,,,
1846,Norway,Europe_Central_Asia,1337000,1291,48.05,,,,,,,,,,,,,,,,,,,,
1846,Poland,Europe_Central_Asia,.,1401.21,.,,,,,,,,,,,,,,,,,,,,
1846,Portugal,Europe_Central_Asia,3771000,1310.89,.,,,,,,,,,,,,,,,,,,,,
1846,Spain,Europe_Central_Asia,14503000,1601.92,.,,,,,,,,,,,,,,,,,,,,
1846,Sweden,Europe_Central_Asia,3343000,1306,42.04,,,,,,,,,,,,,,,,,,,,
1846,Switzerland,Europe_Central_Asia,2314000,2184.71,.,,,,,,,,,,,,,,,,,,,,
1846,Turkey,Europe_Central_Asia,.,1025.87,.,,,,,,,,,,,,,,,,,,,,
1846,United_Kingdom,Europe_Central_Asia,22231076,3351.5,39.96,,,,,,,,,,,,,,,,,,,,
1846,Australia,Asia_Pacific,505000,2168.18,.,,,,,,,,,,,,,,,,,,,,
1846,China,Asia_Pacific,412000000,764.17,.,,,,,,,,,,,,,,,,,,,,
1846,Indonesia,Asia_Pacific,22229101,.,.,,,,,,,,,,,,,,,,,,,,
1846,Japan,Asia_Pacific,31864825,1097.8,.,,,,,,,,,,,,,,,,,,,,
1846,Korea_Dem_Rep,Asia_Pacific,.,701,.,,,,,,,,,,,,,,,,,,,,
1846,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1846,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1846,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1847,Cape_Verde,Africa,.,379.88,.,,,,,,,,,,,,,,,,,,,,
1847,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1847,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1847,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1847,Iraq,Middle_East,.,906.4,.,,,,,,,,,,,,,,,,,,,,
1847,Chile,America,1339439,829.82,.,,,,,,,,,,,,,,,,,,,,
1847,United_States,America,21725822,2744.83,.,,,,,,,,,,,,,,,,,,,,
1847,Austria,Europe_Central_Asia,3878000,2170.08,.,,,,,,,,,,,,,,,,,,,,
1847,Belgium,Europe_Central_Asia,4333000,2092.67,35.11,,,,,,,,,,,,,,,,,,,,
1847,Denmark,Europe_Central_Asia,1456000,1749.37,40.47,,,,,,,,,,,,,,,,,,,,
1847,Finland,Europe_Central_Asia,1573000,1232.85,.,,,,,,,,,,,,,,,,,,,,
1847,France,Europe_Central_Asia,35959000,2247.78,40.41,,,,,,,,,,,,,,,,,,,,
1847,Germany,Europe_Central_Asia,33231000,2216.21,.,,,,,,,,,,,,,,,,,,,,
1847,Greece,Europe_Central_Asia,2961000,1198.57,.,,,,,,,,,,,,,,,,,,,,
1847,Iceland,Europe_Central_Asia,.,.,32.94,,,,,,,,,,,,,,,,,,,,
1847,Ireland,Europe_Central_Asia,5838137,1400,30,,,,,,,,,,,,,,,,,,,,
1847,Italy,Europe_Central_Asia,23993000,1448.59,.,,,,,,,,,,,,,,,,,,,,
1847,Netherlands,Europe_Central_Asia,3071000,2819.16,.,,,,,,,,,,,,,,,,,,,,
1847,Norway,Europe_Central_Asia,1351000,1242,44.77,,,,,,,,,,,,,,,,,,,,
1847,Poland,Europe_Central_Asia,.,1405.65,.,,,,,,,,,,,,,,,,,,,,
1847,Portugal,Europe_Central_Asia,3783000,1310.91,.,,,,,,,,,,,,,,,,,,,,
1847,Spain,Europe_Central_Asia,14600000,1605.55,.,,,,,,,,,,,,,,,,,,,,
1847,Sweden,Europe_Central_Asia,3362000,1343,40.12,,,,,,,,,,,,,,,,,,,,
1847,Switzerland,Europe_Central_Asia,2330000,2207.51,.,,,,,,,,,,,,,,,,,,,,
1847,Turkey,Europe_Central_Asia,.,1031,.,,,,,,,,,,,,,,,,,,,,
1847,United_Kingdom,Europe_Central_Asia,22279863,3382.2,38.33,,,,,,,,,,,,,,,,,,,,
1847,Australia,Asia_Pacific,518000,2508.31,.,,,,,,,,,,,,,,,,,,,,
1847,China,Asia_Pacific,412000000,760.6,.,,,,,,,,,,,,,,,,,,,,
1847,Indonesia,Asia_Pacific,22413762,.,.,,,,,,,,,,,,,,,,,,,,
1847,Japan,Asia_Pacific,31898565,1098.35,.,,,,,,,,,,,,,,,,,,,,
1847,Korea_Dem_Rep,Asia_Pacific,.,701,.,,,,,,,,,,,,,,,,,,,,
1847,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1847,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1847,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1848,Cape_Verde,Africa,.,381.44,.,,,,,,,,,,,,,,,,,,,,
1848,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1848,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1848,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1848,Iraq,Middle_East,.,915.12,.,,,,,,,,,,,,,,,,,,,,
1848,Chile,America,1362729,854.98,.,,,,,,,,,,,,,,,,,,,,
1848,United_States,America,22337396,2817.92,.,,,,,,,,,,,,,,,,,,,,
1848,Austria,Europe_Central_Asia,3902000,2193.56,.,,,,,,,,,,,,,,,,,,,,
1848,Belgium,Europe_Central_Asia,4371000,2083.09,38.04,,,,,,,,,,,,,,,,,,,,
1848,Denmark,Europe_Central_Asia,1470000,1825.11,40.73,,,,,,,,,,,,,,,,,,,,
1848,Finland,Europe_Central_Asia,1591000,1239.19,.,,,,,,,,,,,,,,,,,,,,
1848,France,Europe_Central_Asia,36089000,1754.96,40.29,,,,,,,,,,,,,,,,,,,,
1848,Germany,Europe_Central_Asia,33289000,2224.23,.,,,,,,,,,,,,,,,,,,,,
1848,Greece,Europe_Central_Asia,2989000,1208.26,.,,,,,,,,,,,,,,,,,,,,
1848,Iceland,Europe_Central_Asia,.,.,41.39,,,,,,,,,,,,,,,,,,,,
1848,Ireland,Europe_Central_Asia,5436120,1232,20.55,,,,,,,,,,,,,,,,,,,,
1848,Italy,Europe_Central_Asia,24148000,1444.24,.,,,,,,,,,,,,,,,,,,,,
1848,Netherlands,Europe_Central_Asia,3069000,2860.82,.,,,,,,,,,,,,,,,,,,,,
1848,Norway,Europe_Central_Asia,1363000,1175,45.02,,,,,,,,,,,,,,,,,,,,
1848,Poland,Europe_Central_Asia,.,1410.11,.,,,,,,,,,,,,,,,,,,,,
1848,Portugal,Europe_Central_Asia,3794000,1310.94,.,,,,,,,,,,,,,,,,,,,,
1848,Spain,Europe_Central_Asia,14697000,1609.18,.,,,,,,,,,,,,,,,,,,,,
1848,Sweden,Europe_Central_Asia,3397000,1355,45.13,,,,,,,,,,,,,,,,,,,,
1848,Switzerland,Europe_Central_Asia,2346000,2230.54,.,,,,,,,,,,,,,,,,,,,,
1848,Turkey,Europe_Central_Asia,.,1036.15,.,,,,,,,,,,,,,,,,,,,,
1848,United_Kingdom,Europe_Central_Asia,22246880,3460.12,39.5,,,,,,,,,,,,,,,,,,,,
1848,Australia,Asia_Pacific,538000,2870.4,.,,,,,,,,,,,,,,,,,,,,
1848,China,Asia_Pacific,412000000,757.05,.,,,,,,,,,,,,,,,,,,,,
1848,Indonesia,Asia_Pacific,22599957,.,.,,,,,,,,,,,,,,,,,,,,
1848,Japan,Asia_Pacific,31932341,1098.9,.,,,,,,,,,,,,,,,,,,,,
1848,Korea_Dem_Rep,Asia_Pacific,.,701,.,,,,,,,,,,,,,,,,,,,,
1848,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1848,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1848,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1849,Cape_Verde,Africa,.,383.01,.,,,,,,,,,,,,,,,,,,,,
1849,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1849,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1849,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1849,Iraq,Middle_East,.,923.92,.,,,,,,,,,,,,,,,,,,,,
1849,Chile,America,1386207,906.14,.,,,,,,,,,,,,,,,,,,,,
1849,Cuba,America,.,.,36.2,,,,,,,,,,,,,,,,,,,,
1849,United_States,America,22950007,2743.7,.,,,,,,,,,,,,,,,,,,,,
1849,Austria,Europe_Central_Asia,3926000,2217.29,.,,,,,,,,,,,,,,,,,,,,
1849,Belgium,Europe_Central_Asia,4408000,2127.15,34.5,,,,,,,,,,,,,,,,,,,,
1849,Denmark,Europe_Central_Asia,1484000,1917.22,39.5,,,,,,,,,,,,,,,,,,,,
1849,Finland,Europe_Central_Asia,1610000,1245.56,.,,,,,,,,,,,,,,,,,,,,
1849,France,Europe_Central_Asia,36219000,1751.73,35.91,,,,,,,,,,,,,,,,,,,,
1849,Germany,Europe_Central_Asia,33452000,2232.27,.,,,,,,,,,,,,,,,,,,,,
1849,Greece,Europe_Central_Asia,3016000,1218.02,.,,,,,,,,,,,,,,,,,,,,
1849,Iceland,Europe_Central_Asia,.,.,37.14,,,,,,,,,,,,,,,,,,,,
1849,Ireland,Europe_Central_Asia,5162891,1200,20,,,,,,,,,,,,,,,,,,,,
1849,Italy,Europe_Central_Asia,24303000,1435.54,.,,,,,,,,,,,,,,,,,,,,
1849,Netherlands,Europe_Central_Asia,3076000,2941.02,.,,,,,,,,,,,,,,,,,,,,
1849,Norway,Europe_Central_Asia,1377000,1206,48.05,,,,,,,,,,,,,,,,,,,,
1849,Poland,Europe_Central_Asia,.,1414.58,.,,,,,,,,,,,,,,,,,,,,
1849,Portugal,Europe_Central_Asia,3804000,1310.96,.,,,,,,,,,,,,,,,,,,,,
1849,Spain,Europe_Central_Asia,14795000,1612.83,.,,,,,,,,,,,,,,,,,,,,
1849,Sweden,Europe_Central_Asia,3441000,1388,44.5,,,,,,,,,,,,,,,,,,,,
1849,Switzerland,Europe_Central_Asia,2363000,2253.82,.,,,,,,,,,,,,,,,,,,,,
1849,Turkey,Europe_Central_Asia,.,1041.32,.,,,,,,,,,,,,,,,,,,,,
1849,United_Kingdom,Europe_Central_Asia,22266109,3541.79,37.38,,,,,,,,,,,,,,,,,,,,
1849,Australia,Asia_Pacific,576000,2836.11,.,,,,,,,,,,,,,,,,,,,,
1849,China,Asia_Pacific,412000000,753.52,.,,,,,,,,,,,,,,,,,,,,
1849,Indonesia,Asia_Pacific,22787699,.,.,,,,,,,,,,,,,,,,,,,,
1849,Japan,Asia_Pacific,31966153,1099.45,.,,,,,,,,,,,,,,,,,,,,
1849,Korea_Dem_Rep,Asia_Pacific,.,701,.,,,,,,,,,,,,,,,,,,,,
1849,Korea_Rep,Asia_Pacific,.,598,.,,,,,,,,,,,,,,,,,,,,
1849,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1849,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1850,Cape_Verde,Africa,.,384.59,.,,,,,,,,,,,,,,,,,,,,
1850,Mauritius,Africa,181000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1850,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1850,Nepal,South_Asia,4352000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1850,Sri_Lanka,South_Asia,2217000,465.1,.,,,,,,,,,,,,,,,,,,,,
1850,Iraq,Middle_East,.,932.8,.,,,,,,,,,,,,,,,,,,,,
1850,Israel,Middle_East,209954,.,.,,,,,,,,,,,,,,,,,,,,
1850,West_Bank_and_Gaza,Middle_East,165944,.,.,,,,,,,,,,,,,,,,,,,,
1850,Argentina,America,1100000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Bolivia,America,1374000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Brazil,America,7234000,571.9,.,,,,,,,,,,,,,,,,,,,,
1850,Canada,America,2485000,1929.46,.,,,,,,,,,,,,,,,,,,,,
1850,Chile,America,1409885,942.87,.,,,,,,,,,,,,,,,,,,,,
1850,Colombia,America,2065000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Costa_Rica,America,101000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Cuba,America,1186000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Ecuador,America,816000,.,.,,,,,,,,,,,,,,,,,,,,
1850,El_Salvador,America,366000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Guatemala,America,850000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Haiti,America,938000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Honduras,America,350000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Jamaica,America,399000,1048.06,.,,,,,,,,,,,,,,,,,,,,
1850,Mexico,America,7662000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Nicaragua,America,300000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Panama,America,135000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Paraguay,America,350000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Peru,America,2001000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Puerto_Rico,America,495000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Trinidad_and_Tobago,America,80000,.,.,,,,,,,,,,,,,,,,,,,,
1850,United_States,America,23579718,2754.9,.,,,,,,,,,,,,,,,,,,,,
1850,Uruguay,America,132000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Albania,Europe_Central_Asia,500000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Austria,Europe_Central_Asia,3950000,2241.28,.,,,,,,,,,,,,,,,,,,,,
1850,Belgium,Europe_Central_Asia,4449000,2194.69,42.28,,,,,,,,,,,,,,,,,,,,
1850,Bulgaria,Europe_Central_Asia,2500000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Denmark,Europe_Central_Asia,1499000,2005.8,43.5,,,,,,,,,,,,,,,,,,,,
1850,Finland,Europe_Central_Asia,1628000,1251.97,.,,,,,,,,,,,,,,,,,,,,
1850,France,Europe_Central_Asia,36350000,1840.71,43.28,,,,,,,,,,,,,,,,,,,,
1850,Germany,Europe_Central_Asia,33746000,2240.35,.,,,,,,,,,,,,,,,,,,,,
1850,Greece,Europe_Central_Asia,3044000,1227.86,.,,,,,,,,,,,,,,,,,,,,
1850,Hungary,Europe_Central_Asia,5161000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Iceland,Europe_Central_Asia,.,.,36.61,,,,,,,,,,,,,,,,,,,,
1850,Ireland,Europe_Central_Asia,4893931,1550,35,,,,,,,,,,,,,,,,,,,,
1850,Italy,Europe_Central_Asia,24460000,1357.24,.,,,,,,,,,,,,,,,,,,,,
1850,Netherlands,Europe_Central_Asia,3098000,2991.96,39.86,,,,,,,,,,,,,,,,,,,,
1850,Norway,Europe_Central_Asia,1392000,1236,49.53,,,,,,,,,,,,,,,,,,,,
1850,Poland,Europe_Central_Asia,13000000,1419.07,.,,,,,,,,,,,,,,,,,,,,
1850,Portugal,Europe_Central_Asia,3816000,1310.99,.,,,,,,,,,,,,,,,,,,,,
1850,Romania,Europe_Central_Asia,8000000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Slovak_Republic,Europe_Central_Asia,.,1522.03,.,,,,,,,,,,,,,,,,,,,,
1850,Spain,Europe_Central_Asia,14894000,1616.49,.,,,,,,,,,,,,,,,,,,,,
1850,Sweden,Europe_Central_Asia,3483000,1423,44.69,,,,,,,,,,,,,,,,,,,,
1850,Switzerland,Europe_Central_Asia,2379000,2277.34,.,,,,,,,,,,,,,,,,,,,,
1850,Turkey,Europe_Central_Asia,.,1046.53,.,,,,,,,,,,,,,,,,,,,,
1850,United_Kingdom,Europe_Central_Asia,22287069,3523.8,42.8,,,,,,,,,,,,,,,,,,,,
1850,Australia,Asia_Pacific,605000,2673.32,.,,,,,,,,,,,,,,,,,,,,
1850,China,Asia_Pacific,412000000,750,32,,,,,,,,,,,,,,,,,,,,
1850,Fiji,Asia_Pacific,137000,.,.,,,,,,,,,,,,,,,,,,,,
1850,French_Polynesia,Asia_Pacific,62000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Hong_Kong_China,Asia_Pacific,33000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Indonesia,Asia_Pacific,22977000,539.86,.,,,,,,,,,,,,,,,,,,,,
1850,Japan,Asia_Pacific,32000000,1100,.,,,,,,,,,,,,,,,,,,,,
1850,Korea_Dem_Rep,Asia_Pacific,.,701,.,,,,,,,,,,,,,,,,,,,,
1850,Korea_Rep,Asia_Pacific,9545000,598,.,,,,,,,,,,,,,,,,,,,,
1850,Malaysia,Asia_Pacific,530000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Myanmar,Asia_Pacific,3932000,569.07,.,,,,,,,,,,,,,,,,,,,,
1850,New_Zealand,Asia_Pacific,90000,1549.64,.,,,,,,,,,,,,,,,,,,,,
1850,Philippines,Asia_Pacific,3612000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Samoa,Asia_Pacific,46899,.,.,,,,,,,,,,,,,,,,,,,,
1850,Singapore,Asia_Pacific,56000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Taiwan,Asia_Pacific,2200000,871,.,,,,,,,,,,,,,,,,,,,,
1850,Thailand,Asia_Pacific,5230000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Timor-Leste,Asia_Pacific,.,539.86,.,,,,,,,,,,,,,,,,,,,,
1850,Tokelau,Asia_Pacific,1000,.,.,,,,,,,,,,,,,,,,,,,,
1850,Tonga,Asia_Pacific,18500,.,.,,,,,,,,,,,,,,,,,,,,
1851,Cape_Verde,Africa,.,386.17,.,,,,,,,,,,,,,,,,,,,,
1851,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1851,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1851,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1851,Iraq,Middle_East,.,941.77,.,,,,,,,,,,,,,,,,,,,,
